|TABLE_NAME                         |COLUMN_ID|COLUMN_NAME                           |DATA_TYPE      |DATA_LENGTH|DATA_PRECISION|DATA_SCALE|NULLABLE|DATA_DEFAULT                         |
|LOGMNR_PROFILE_TABLE_STATS$        |3        |OBJID                                 |NUMBER         |22         |              |          |N       |[BLOB[]]                             |
|LOGMNR_PROFILE_TABLE_STATS$        |4        |OPNUM                                 |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_PROFILE_TABLE_STATS$        |5        |TLSBYUNSUPPOPNUM                      |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_PROFILE_TABLE_STATS$        |6        |OGGUNSUPPOPNUM                        |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_PROFILE_TABLE_STATS$        |7        |OGGFETCHOPNUM                         |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_PROFILE_TABLE_STATS$        |8        |OGGPLSQLOPNUM                         |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_PROFILE_TABLE_STATS$        |9        |PARTNUM                               |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_PROFILE_TABLE_STATS$        |10       |INSERTNUM                             |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_PROFILE_TABLE_STATS$        |11       |UPDATENUM                             |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_PROFILE_TABLE_STATS$        |12       |DELETENUM                             |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_PROFILE_TABLE_STATS$        |13       |DDLNUM                                |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_PROFILE_TABLE_STATS$        |14       |PROPERTY1                             |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_PROFILE_TABLE_STATS$        |15       |PROPERTY2                             |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_PROFILE_TABLE_STATS$        |16       |PARTITIONATTR                         |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_PROFILE_TABLE_STATS$        |17       |REDOSIZE                              |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_PROFILE_TABLE_STATS$        |18       |MAXLOBSIZE                            |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_PROFILE_TABLE_STATS$        |19       |REDORATE                              |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_PROFILE_TABLE_STATS$        |20       |SPARE1                                |VARCHAR2       |384        |              |          |Y       |[BLOB[]]                             |
|LOGMNR_PROFILE_TABLE_STATS$        |21       |SPARE2                                |VARCHAR2       |384        |              |          |Y       |[BLOB[]]                             |
|LOGMNR_PROFILE_TABLE_STATS$        |22       |SPARE3                                |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_PROFILE_TABLE_STATS$        |23       |SPARE4                                |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_PROFILE_TABLE_STATS$        |24       |SPARE5                                |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_PROFILE_TABLE_STATS$        |25       |SPARE6                                |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_PROPS$                      |1        |VALUE$                                |VARCHAR2       |4.000      |              |          |Y       |[BLOB[]]                             |
|LOGMNR_PROPS$                      |2        |COMMENT$                              |VARCHAR2       |4.000      |              |          |Y       |[BLOB[]]                             |
|LOGMNR_PROPS$                      |3        |NAME                                  |VARCHAR2       |384        |              |          |N       |[BLOB[]]                             |
|LOGMNR_PROPS$                      |4        |LOGMNR_UID                            |NUMBER         |22         |22            |0         |Y       |[BLOB[]]                             |
|LOGMNR_PROPS$                      |5        |LOGMNR_FLAGS                          |NUMBER         |22         |22            |0         |Y       |[BLOB[]]                             |
|LOGMNR_REFCON$                     |1        |COL#                                  |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_REFCON$                     |2        |INTCOL#                               |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_REFCON$                     |3        |REFTYP                                |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_REFCON$                     |4        |STABID                                |RAW            |16         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_REFCON$                     |5        |EXPCTOID                              |RAW            |16         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_REFCON$                     |6        |OBJ#                                  |NUMBER         |22         |              |          |N       |[BLOB[]]                             |
|LOGMNR_REFCON$                     |7        |LOGMNR_UID                            |NUMBER         |22         |22            |0         |Y       |[BLOB[]]                             |
|LOGMNR_REFCON$                     |8        |LOGMNR_FLAGS                          |NUMBER         |22         |22            |0         |Y       |[BLOB[]]                             |
|LOGMNR_RESTART_CKPT$               |1        |SESSION#                              |NUMBER         |22         |              |          |N       |[BLOB[]]                             |
|LOGMNR_RESTART_CKPT$               |2        |VALID                                 |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_RESTART_CKPT$               |3        |CKPT_SCN                              |NUMBER         |22         |              |          |N       |[BLOB[]]                             |
|LOGMNR_RESTART_CKPT$               |4        |XIDUSN                                |NUMBER         |22         |              |          |N       |[BLOB[]]                             |
|LOGMNR_RESTART_CKPT$               |5        |XIDSLT                                |NUMBER         |22         |              |          |N       |[BLOB[]]                             |
|LOGMNR_RESTART_CKPT$               |6        |XIDSQN                                |NUMBER         |22         |              |          |N       |[BLOB[]]                             |
|LOGMNR_RESTART_CKPT$               |7        |SESSION_NUM                           |NUMBER         |22         |              |          |N       |[BLOB[]]                             |
|LOGMNR_RESTART_CKPT$               |8        |SERIAL_NUM                            |NUMBER         |22         |              |          |N       |[BLOB[]]                             |
|LOGMNR_RESTART_CKPT$               |9        |CKPT_INFO                             |BLOB           |4.000      |              |          |Y       |[BLOB[]]                             |
|LOGMNR_RESTART_CKPT$               |10       |FLAG                                  |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_RESTART_CKPT$               |11       |OFFSET                                |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_RESTART_CKPT$               |12       |CLIENT_DATA                           |BLOB           |4.000      |              |          |Y       |[BLOB[]]                             |
|LOGMNR_RESTART_CKPT$               |13       |SPARE1                                |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_RESTART_CKPT$               |14       |SPARE2                                |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_RESTART_CKPT$               |15       |PDBID                                 |NUMBER         |22         |              |          |N       |[BLOB[]]                             |
|LOGMNR_RESTART_CKPT_TXINFO$        |1        |SESSION#                              |NUMBER         |22         |              |          |N       |[BLOB[]]                             |
|LOGMNR_RESTART_CKPT_TXINFO$        |2        |XIDUSN                                |NUMBER         |22         |              |          |N       |[BLOB[]]                             |
|LOGMNR_RESTART_CKPT_TXINFO$        |3        |XIDSLT                                |NUMBER         |22         |              |          |N       |[BLOB[]]                             |
|LOGMNR_RESTART_CKPT_TXINFO$        |4        |XIDSQN                                |NUMBER         |22         |              |          |N       |[BLOB[]]                             |
|LOGMNR_RESTART_CKPT_TXINFO$        |5        |SESSION_NUM                           |NUMBER         |22         |              |          |N       |[BLOB[]]                             |
|LOGMNR_RESTART_CKPT_TXINFO$        |6        |SERIAL_NUM                            |NUMBER         |22         |              |          |N       |[BLOB[]]                             |
|LOGMNR_RESTART_CKPT_TXINFO$        |7        |FLAG                                  |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_RESTART_CKPT_TXINFO$        |8        |START_SCN                             |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_RESTART_CKPT_TXINFO$        |9        |EFFECTIVE_SCN                         |NUMBER         |22         |              |          |N       |[BLOB[]]                             |
|LOGMNR_RESTART_CKPT_TXINFO$        |10       |OFFSET                                |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_RESTART_CKPT_TXINFO$        |11       |TX_DATA                               |BLOB           |4.000      |              |          |Y       |[BLOB[]]                             |
|LOGMNR_SEED$                       |1        |SEED_VERSION                          |NUMBER         |22         |22            |0         |Y       |[BLOB[]]                             |
|LOGMNR_SEED$                       |2        |GATHER_VERSION                        |NUMBER         |22         |22            |0         |Y       |[BLOB[]]                             |
|LOGMNR_SEED$                       |3        |SCHEMANAME                            |VARCHAR2       |384        |              |          |Y       |[BLOB[]]                             |
|LOGMNR_SEED$                       |4        |OBJ#                                  |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_SEED$                       |5        |OBJV#                                 |NUMBER         |22         |22            |0         |Y       |[BLOB[]]                             |
|LOGMNR_SEED$                       |6        |TABLE_NAME                            |VARCHAR2       |384        |              |          |Y       |[BLOB[]]                             |
|LOGMNR_SEED$                       |7        |COL_NAME                              |VARCHAR2       |384        |              |          |Y       |[BLOB[]]                             |
|LOGMNR_SEED$                       |8        |COL#                                  |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_SEED$                       |9        |INTCOL#                               |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_SEED$                       |10       |SEGCOL#                               |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_SEED$                       |11       |TYPE#                                 |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_SEED$                       |12       |LENGTH                                |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_SEED$                       |13       |PRECISION#                            |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_SEED$                       |14       |SCALE                                 |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_SEED$                       |15       |NULL$                                 |NUMBER         |22         |              |          |N       |[BLOB[]]                             |
|LOGMNR_SEED$                       |16       |LOGMNR_UID                            |NUMBER         |22         |22            |0         |Y       |[BLOB[]]                             |
|LOGMNR_SEED$                       |17       |LOGMNR_FLAGS                          |NUMBER         |22         |22            |0         |Y       |[BLOB[]]                             |
|LOGMNR_SESSION$                    |1        |SESSION#                              |NUMBER         |22         |              |          |N       |[BLOB[]]                             |
|LOGMNR_SESSION$                    |2        |CLIENT#                               |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_SESSION$                    |3        |SESSION_NAME                          |VARCHAR2       |128        |              |          |N       |[BLOB[]]                             |
|LOGMNR_SESSION$                    |4        |DB_ID                                 |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_SESSION$                    |5        |RESETLOGS_CHANGE#                     |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_SESSION$                    |6        |SESSION_ATTR                          |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_SESSION$                    |7        |SESSION_ATTR_VERBOSE                  |VARCHAR2       |400        |              |          |Y       |[BLOB[]]                             |
|LOGMNR_SESSION$                    |8        |START_SCN                             |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_SESSION$                    |9        |END_SCN                               |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_SESSION$                    |10       |SPILL_SCN                             |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_SESSION$                    |11       |SPILL_TIME                            |DATE           |7          |              |          |Y       |[BLOB[]]                             |
|LOGMNR_SESSION$                    |12       |OLDEST_SCN                            |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_SESSION$                    |13       |RESUME_SCN                            |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_SESSION$                    |14       |GLOBAL_DB_NAME                        |VARCHAR2       |384        |              |          |Y       |"null"                               |
|LOGMNR_SESSION$                    |15       |RESET_TIMESTAMP                       |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_SESSION$                    |16       |BRANCH_SCN                            |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_SESSION$                    |17       |VERSION                               |VARCHAR2       |64         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_SESSION$                    |18       |REDO_COMPAT                           |VARCHAR2       |20         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_SESSION$                    |19       |SPARE1                                |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_SESSION$                    |20       |PURGE_SCN                             |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_SESSION$                    |21       |SPARE3                                |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_SESSION$                    |22       |SPARE4                                |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_SESSION$                    |23       |SPARE5                                |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_SESSION$                    |24       |SPARE6                                |DATE           |7          |              |          |Y       |[BLOB[]]                             |
|LOGMNR_SESSION$                    |25       |SPARE7                                |VARCHAR2       |1.000      |              |          |Y       |[BLOB[]]                             |
|LOGMNR_SESSION$                    |26       |SPARE8                                |VARCHAR2       |1.000      |              |          |Y       |[BLOB[]]                             |
|LOGMNR_SESSION$                    |27       |SPARE9                                |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_SESSION_ACTIONS$            |1        |FLAGSRUNTIME                          |NUMBER         |22         |              |          |Y       |"0"                                  |
|LOGMNR_SESSION_ACTIONS$            |2        |DROPSCN                               |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_SESSION_ACTIONS$            |3        |MODIFYTIME                            |TIMESTAMP(6)   |11         |              |6         |Y       |[BLOB[]]                             |
|LOGMNR_SESSION_ACTIONS$            |4        |DISPATCHTIME                          |TIMESTAMP(6)   |11         |              |6         |Y       |[BLOB[]]                             |
|LOGMNR_SESSION_ACTIONS$            |5        |DROPTIME                              |TIMESTAMP(6)   |11         |              |6         |Y       |[BLOB[]]                             |
|LOGMNR_SESSION_ACTIONS$            |6        |LCRCOUNT                              |NUMBER         |22         |              |          |Y       |"0"                                  |
|LOGMNR_SESSION_ACTIONS$            |7        |ACTIONNAME                            |VARCHAR2       |30         |              |          |N       |[BLOB[]]                             |
|LOGMNR_SESSION_ACTIONS$            |8        |LOGMNRSESSION#                        |NUMBER         |22         |              |          |N       |[BLOB[]]                             |
|LOGMNR_SESSION_ACTIONS$            |9        |PROCESSROLE#                          |NUMBER         |22         |              |          |N       |[BLOB[]]                             |
|LOGMNR_SESSION_ACTIONS$            |10       |ACTIONTYPE#                           |NUMBER         |22         |              |          |N       |[BLOB[]]                             |
|LOGMNR_SESSION_ACTIONS$            |11       |FLAGSDEFINETIME                       |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_SESSION_ACTIONS$            |12       |CREATETIME                            |TIMESTAMP(6)   |11         |              |6         |Y       |[BLOB[]]                             |
|LOGMNR_SESSION_ACTIONS$            |13       |XIDUSN                                |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_SESSION_ACTIONS$            |14       |XIDSLT                                |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_SESSION_ACTIONS$            |15       |XIDSQN                                |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_SESSION_ACTIONS$            |16       |THREAD#                               |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_SESSION_ACTIONS$            |17       |STARTSCN                              |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_SESSION_ACTIONS$            |18       |STARTSUBSCN                           |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_SESSION_ACTIONS$            |19       |ENDSCN                                |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_SESSION_ACTIONS$            |20       |ENDSUBSCN                             |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_SESSION_ACTIONS$            |21       |RBASQN                                |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_SESSION_ACTIONS$            |22       |RBABLK                                |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_SESSION_ACTIONS$            |23       |RBABYTE                               |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_SESSION_ACTIONS$            |24       |SESSION#                              |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_SESSION_ACTIONS$            |25       |OBJ#                                  |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_SESSION_ACTIONS$            |26       |ATTR1                                 |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_SESSION_ACTIONS$            |27       |ATTR2                                 |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_SESSION_ACTIONS$            |28       |ATTR3                                 |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_SESSION_ACTIONS$            |29       |SPARE1                                |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_SESSION_ACTIONS$            |30       |SPARE2                                |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_SESSION_ACTIONS$            |31       |SPARE3                                |TIMESTAMP(6)   |11         |              |6         |Y       |[BLOB[]]                             |
|LOGMNR_SESSION_ACTIONS$            |32       |SPARE4                                |VARCHAR2       |2.000      |              |          |Y       |[BLOB[]]                             |
|LOGMNR_SESSION_ACTIONS$            |33       |PDBID                                 |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_SESSION_ACTIONS$            |34       |PDB_NAME                              |VARCHAR2       |390        |              |          |Y       |[BLOB[]]                             |
|LOGMNR_SESSION_EVOLVE$             |1        |BRANCH_LEVEL                          |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_SESSION_EVOLVE$             |2        |SESSION#                              |NUMBER         |22         |              |          |N       |[BLOB[]]                             |
|LOGMNR_SESSION_EVOLVE$             |3        |DB_ID                                 |NUMBER         |22         |              |          |N       |[BLOB[]]                             |
|LOGMNR_SESSION_EVOLVE$             |4        |RESET_SCN                             |NUMBER         |22         |              |          |N       |[BLOB[]]                             |
|LOGMNR_SESSION_EVOLVE$             |5        |RESET_TIMESTAMP                       |NUMBER         |22         |              |          |N       |[BLOB[]]                             |
|LOGMNR_SESSION_EVOLVE$             |6        |PREV_RESET_SCN                        |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_SESSION_EVOLVE$             |7        |PREV_RESET_TIMESTAMP                  |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_SESSION_EVOLVE$             |8        |STATUS                                |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_SESSION_EVOLVE$             |9        |SPARE1                                |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_SESSION_EVOLVE$             |10       |SPARE2                                |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_SESSION_EVOLVE$             |11       |SPARE3                                |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_SESSION_EVOLVE$             |12       |SPARE4                                |DATE           |7          |              |          |Y       |[BLOB[]]                             |
|LOGMNR_SHARD_TS                    |1        |LOGMNR_UID                            |NUMBER         |22         |              |          |N       |[BLOB[]]                             |
|LOGMNR_SHARD_TS                    |2        |TABLESPACE_NAME                       |VARCHAR2       |90         |              |          |N       |[BLOB[]]                             |
|LOGMNR_SHARD_TS                    |3        |CHUNK_NUMBER                          |NUMBER         |22         |              |          |N       |[BLOB[]]                             |
|LOGMNR_SHARD_TS                    |4        |START_SCNBAS                          |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_SHARD_TS                    |5        |START_SCNWRP                          |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_SPILL$                      |1        |SESSION#                              |NUMBER         |22         |              |          |N       |[BLOB[]]                             |
|LOGMNR_SPILL$                      |2        |XIDUSN                                |NUMBER         |22         |              |          |N       |[BLOB[]]                             |
|LOGMNR_SPILL$                      |3        |XIDSLT                                |NUMBER         |22         |              |          |N       |[BLOB[]]                             |
|LOGMNR_SPILL$                      |4        |XIDSQN                                |NUMBER         |22         |              |          |N       |[BLOB[]]                             |
|LOGMNR_SPILL$                      |5        |CHUNK                                 |NUMBER         |22         |              |          |N       |[BLOB[]]                             |
|LOGMNR_SPILL$                      |6        |STARTIDX                              |NUMBER         |22         |              |          |N       |[BLOB[]]                             |
|LOGMNR_SPILL$                      |7        |ENDIDX                                |NUMBER         |22         |              |          |N       |[BLOB[]]                             |
|LOGMNR_SPILL$                      |8        |FLAG                                  |NUMBER         |22         |              |          |N       |[BLOB[]]                             |
|LOGMNR_SPILL$                      |9        |SEQUENCE#                             |NUMBER         |22         |              |          |N       |[BLOB[]]                             |
|LOGMNR_SPILL$                      |10       |SPILL_DATA                            |BLOB           |4.000      |              |          |Y       |[BLOB[]]                             |
|LOGMNR_SPILL$                      |11       |SPARE1                                |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_SPILL$                      |12       |SPARE2                                |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_SPILL$                      |13       |PDBID                                 |NUMBER         |22         |              |          |N       |[BLOB[]]                             |
|LOGMNR_SUBCOLTYPE$                 |1        |INTCOL#                               |NUMBER         |22         |              |          |N       |[BLOB[]]                             |
|LOGMNR_SUBCOLTYPE$                 |2        |TOID                                  |RAW            |16         |              |          |N       |[BLOB[]]                             |
|LOGMNR_SUBCOLTYPE$                 |3        |VERSION#                              |NUMBER         |22         |              |          |N       |[BLOB[]]                             |
|LOGMNR_SUBCOLTYPE$                 |4        |INTCOLS                               |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_SUBCOLTYPE$                 |5        |INTCOL#S                              |RAW            |2.000      |              |          |Y       |[BLOB[]]                             |
|LOGMNR_SUBCOLTYPE$                 |6        |FLAGS                                 |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_SUBCOLTYPE$                 |7        |SYNOBJ#                               |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_SUBCOLTYPE$                 |8        |OBJ#                                  |NUMBER         |22         |              |          |N       |[BLOB[]]                             |
|LOGMNR_SUBCOLTYPE$                 |9        |LOGMNR_UID                            |NUMBER         |22         |22            |0         |Y       |[BLOB[]]                             |
|LOGMNR_SUBCOLTYPE$                 |10       |LOGMNR_FLAGS                          |NUMBER         |22         |22            |0         |Y       |[BLOB[]]                             |
|LOGMNR_TAB$                        |1        |TS#                                   |NUMBER         |22         |22            |0         |Y       |[BLOB[]]                             |
|LOGMNR_TAB$                        |2        |COLS                                  |NUMBER         |22         |22            |0         |Y       |[BLOB[]]                             |
|LOGMNR_TAB$                        |3        |PROPERTY                              |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_TAB$                        |4        |INTCOLS                               |NUMBER         |22         |22            |0         |Y       |[BLOB[]]                             |
|LOGMNR_TAB$                        |5        |KERNELCOLS                            |NUMBER         |22         |22            |0         |Y       |[BLOB[]]                             |
|LOGMNR_TAB$                        |6        |BOBJ#                                 |NUMBER         |22         |22            |0         |Y       |[BLOB[]]                             |
|LOGMNR_TAB$                        |7        |TRIGFLAG                              |NUMBER         |22         |22            |0         |Y       |[BLOB[]]                             |
|LOGMNR_TAB$                        |8        |FLAGS                                 |NUMBER         |22         |22            |0         |Y       |[BLOB[]]                             |
|LOGMNR_TAB$                        |9        |OBJ#                                  |NUMBER         |22         |22            |0         |N       |[BLOB[]]                             |
|LOGMNR_TAB$                        |10       |LOGMNR_UID                            |NUMBER         |22         |22            |0         |Y       |[BLOB[]]                             |
|LOGMNR_TAB$                        |11       |LOGMNR_FLAGS                          |NUMBER         |22         |22            |0         |Y       |[BLOB[]]                             |
|LOGMNR_TAB$                        |12       |ACDRFLAGS                             |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_TAB$                        |13       |ACDRTSOBJ#                            |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_TAB$                        |14       |ACDRROWTSINTCOL#                      |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_TABCOMPART$                 |1        |OBJ#                                  |NUMBER         |22         |22            |0         |Y       |[BLOB[]]                             |
|LOGMNR_TABCOMPART$                 |2        |BO#                                   |NUMBER         |22         |22            |0         |Y       |[BLOB[]]                             |
|LOGMNR_TABCOMPART$                 |3        |PART#                                 |NUMBER         |22         |22            |0         |N       |[BLOB[]]                             |
|LOGMNR_TABCOMPART$                 |4        |LOGMNR_UID                            |NUMBER         |22         |22            |0         |Y       |[BLOB[]]                             |
|LOGMNR_TABCOMPART$                 |5        |LOGMNR_FLAGS                          |NUMBER         |22         |22            |0         |Y       |[BLOB[]]                             |
|LOGMNR_TABPART$                    |1        |OBJ#                                  |NUMBER         |22         |22            |0         |Y       |[BLOB[]]                             |
|LOGMNR_TABPART$                    |2        |TS#                                   |NUMBER         |22         |22            |0         |Y       |[BLOB[]]                             |
|LOGMNR_TABPART$                    |3        |PART#                                 |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_TABPART$                    |4        |BO#                                   |NUMBER         |22         |22            |0         |N       |[BLOB[]]                             |
|LOGMNR_TABPART$                    |5        |LOGMNR_UID                            |NUMBER         |22         |22            |0         |Y       |[BLOB[]]                             |
|LOGMNR_TABPART$                    |6        |LOGMNR_FLAGS                          |NUMBER         |22         |22            |0         |Y       |[BLOB[]]                             |
|LOGMNR_TABSUBPART$                 |1        |OBJ#                                  |NUMBER         |22         |22            |0         |Y       |[BLOB[]]                             |
|LOGMNR_TABSUBPART$                 |2        |DATAOBJ#                              |NUMBER         |22         |22            |0         |Y       |[BLOB[]]                             |
|LOGMNR_TABSUBPART$                 |3        |POBJ#                                 |NUMBER         |22         |22            |0         |Y       |[BLOB[]]                             |
|LOGMNR_TABSUBPART$                 |4        |SUBPART#                              |NUMBER         |22         |22            |0         |Y       |[BLOB[]]                             |
|LOGMNR_TABSUBPART$                 |5        |TS#                                   |NUMBER         |22         |22            |0         |N       |[BLOB[]]                             |
|LOGMNR_TABSUBPART$                 |6        |LOGMNR_UID                            |NUMBER         |22         |22            |0         |Y       |[BLOB[]]                             |
|LOGMNR_TABSUBPART$                 |7        |LOGMNR_FLAGS                          |NUMBER         |22         |22            |0         |Y       |[BLOB[]]                             |
|LOGMNRT_MDDL$                      |1        |SOURCE_OBJ#                           |NUMBER         |22         |              |          |N       |[BLOB[]]                             |
|LOGMNRT_MDDL$                      |2        |SOURCE_ROWID                          |ROWID          |10         |              |          |N       |[BLOB[]]                             |
|LOGMNRT_MDDL$                      |3        |DEST_ROWID                            |ROWID          |10         |              |          |N       |[BLOB[]]                             |
|LOGMNR_TS$                         |1        |TS#                                   |NUMBER         |22         |22            |0         |Y       |[BLOB[]]                             |
|LOGMNR_TS$                         |2        |NAME                                  |VARCHAR2       |90         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_TS$                         |3        |OWNER#                                |NUMBER         |22         |22            |0         |Y       |[BLOB[]]                             |
|LOGMNR_TS$                         |4        |BLOCKSIZE                             |NUMBER         |22         |22            |0         |N       |[BLOB[]]                             |
|LOGMNR_TS$                         |5        |LOGMNR_UID                            |NUMBER         |22         |22            |0         |Y       |[BLOB[]]                             |
|LOGMNR_TS$                         |6        |LOGMNR_FLAGS                          |NUMBER         |22         |22            |0         |Y       |[BLOB[]]                             |
